base_accession,is_tf,fate,age_bin
O43556,False,conserved,500-1000
O43556,False,conserved,500-1000
O43561,False,removed,100-500
O43561,False,conserved,100-500
O43561,False,conserved,100-500
O43561,False,conserved,100-500
O43561,False,conserved,100-500
O43561,False,conserved,100-500
O43561,False,conserved,100-500
O43561,False,conserved,100-500
O43561,False,conserved,100-500
O43561,False,conserved,100-500
O43561,False,removed,100-500
O43561,False,added,100-500
O43561,False,conserved,100-500
O43561,False,conserved,100-500
O43561,False,conserved,100-500
O43561,False,conserved,100-500
O43561,False,conserved,100-500
O43561,False,conserved,100-500
O43561,False,conserved,100-500
O43561,False,conserved,100-500
O43561,False,removed,100-500
O43561,False,conserved,100-500
O43561,False,conserved,100-500
O43561,False,conserved,100-500
O43561,False,conserved,100-500
O43561,False,conserved,100-500
O43561,False,conserved,100-500
O43561,False,conserved,100-500
O43561,False,conserved,100-500
O43561,False,conserved,100-500
O43561,False,conserved,100-500
O43561,False,conserved,100-500
O43561,False,conserved,100-500
O43561,False,conserved,100-500
O43561,False,conserved,100-500
O43561,False,conserved,100-500
O43561,False,conserved,100-500
O43561,False,conserved,100-500
O43581,False,added,500-1000
O43581,False,conserved,500-1000
O43581,False,conserved,500-1000
O43581,False,conserved,500-1000
O43581,False,conserved,500-1000
O43581,False,added,500-1000
O43581,False,added,500-1000
O43581,False,added,500-1000
O43581,False,added,500-1000
O43581,False,conserved,500-1000
O43581,False,conserved,500-1000
O43581,False,conserved,500-1000
O43581,False,conserved,500-1000
O43581,False,added,500-1000
O43581,False,added,500-1000
O43581,False,added,500-1000
O43581,False,conserved,500-1000
O43581,False,conserved,500-1000
O43581,False,conserved,500-1000
O43581,False,conserved,500-1000
O43581,False,added,500-1000
O43581,False,added,500-1000
O43581,False,conserved,500-1000
O43581,False,conserved,500-1000
O43581,False,conserved,500-1000
O43581,False,conserved,500-1000
O43581,False,added,500-1000
O43581,False,conserved,500-1000
O43581,False,conserved,500-1000
O43581,False,conserved,500-1000
O43581,False,conserved,500-1000
O43663,False,removed,500-1000
O43663,False,conserved,500-1000
O43663,False,conserved,500-1000
O43663,False,removed,500-1000
O43663,False,conserved,500-1000
O43663,False,conserved,500-1000
O43663,False,conserved,500-1000
O43663,False,conserved,500-1000
O43670,True,removed,>1000
O43670,True,added,>1000
O43670,True,conserved,>1000
O43670,True,conserved,>1000
O43670,True,conserved,>1000
O43670,True,conserved,>1000
O43670,True,conserved,>1000
O43670,True,conserved,>1000
O43670,True,conserved,>1000
O43670,True,added,>1000
O43670,True,conserved,>1000
O43670,True,conserved,>1000
O43670,True,conserved,>1000
O43670,True,conserved,>1000
O43670,True,conserved,>1000
O43670,True,conserved,>1000
O43670,True,conserved,>1000
O43670,True,conserved,>1000
O43679,False,removed,500-1000
O43679,False,added,500-1000
O43679,False,conserved,500-1000
O43683,False,conserved,>1000
O43683,False,conserved,>1000
O43683,False,conserved,>1000
O43683,False,conserved,>1000
O43683,False,conserved,>1000
O43683,False,conserved,>1000
O43683,False,conserved,>1000
O43683,False,conserved,>1000
O43683,False,conserved,>1000
O43683,False,conserved,>1000
O43683,False,conserved,>1000
O43683,False,conserved,>1000
O43683,False,conserved,>1000
O43683,False,conserved,>1000
O43683,False,conserved,>1000
O43683,False,conserved,>1000
O43683,False,conserved,>1000
O43683,False,conserved,>1000
O43683,False,conserved,>1000
O43683,False,conserved,>1000
O43683,False,conserved,>1000
O43683,False,conserved,>1000
O43688,False,added,500-1000
O43688,False,conserved,500-1000
O43688,False,conserved,500-1000
O43699,False,removed,500-1000
O43699,False,conserved,500-1000
O43699,False,conserved,500-1000
O43699,False,removed,500-1000
O43699,False,removed,500-1000
O43699,False,conserved,500-1000
O43699,False,conserved,500-1000
O43707,False,conserved,100-500
O43709,False,added,>1000
O43709,False,conserved,>1000
O43709,False,conserved,>1000
O43709,False,conserved,>1000
O43734,False,removed,100-500
O43734,False,conserved,100-500
O43734,False,conserved,100-500
O43734,False,removed,100-500
O43734,False,removed,100-500
O43734,False,removed,100-500
O43734,False,removed,100-500
O43734,False,removed,100-500
O43734,False,conserved,100-500
O43734,False,conserved,100-500
O43759,False,removed,500-1000
O43759,False,removed,500-1000
O43766,False,conserved,>1000
O43766,False,conserved,>1000
O43768,False,removed,500-1000
O43768,False,conserved,500-1000
O43768,False,conserved,500-1000
O43768,False,conserved,500-1000
O43768,False,conserved,500-1000
O43768,False,conserved,500-1000
O43768,False,conserved,500-1000
O43768,False,removed,500-1000
O43768,False,added,500-1000
O43768,False,conserved,500-1000
O43768,False,conserved,500-1000
O43768,False,conserved,500-1000
O43768,False,removed,500-1000
O43768,False,removed,500-1000
O43768,False,added,500-1000
O43768,False,conserved,500-1000
O43768,False,removed,500-1000
O43768,False,conserved,500-1000
O43768,False,conserved,500-1000
O43768,False,conserved,500-1000
O43768,False,removed,500-1000
O43768,False,removed,500-1000
O43768,False,conserved,500-1000
O43768,False,removed,500-1000
O43768,False,conserved,500-1000
O43768,False,conserved,500-1000
O43822,False,conserved,500-1000
O43822,False,conserved,500-1000
O43822,False,conserved,500-1000
O43822,False,conserved,500-1000
O43837,False,conserved,>1000
O43837,False,conserved,>1000
O43852,False,conserved,500-1000
O43852,False,conserved,500-1000
O43852,False,added,500-1000
O43852,False,added,500-1000
O43914,False,conserved,100-500
O43914,False,conserved,100-500
O43914,False,conserved,100-500
O43914,False,conserved,100-500
O43914,False,removed,100-500
O43914,False,conserved,100-500
O43914,False,conserved,100-500
O43914,False,conserved,100-500
O43914,False,conserved,100-500
O60229,False,removed,500-1000
O60229,False,removed,500-1000
O60229,False,removed,500-1000
O60229,False,removed,500-1000
O60229,False,removed,500-1000
O60229,False,removed,500-1000
O60229,False,removed,500-1000
O60229,False,removed,500-1000
O60229,False,removed,500-1000
O60229,False,added,500-1000
O60229,False,conserved,500-1000
O60229,False,removed,500-1000
O60229,False,removed,500-1000
O60229,False,added,500-1000
O60229,False,conserved,500-1000
O60229,False,conserved,500-1000
O60229,False,conserved,500-1000
O60229,False,conserved,500-1000
O60229,False,conserved,500-1000
O60229,False,conserved,500-1000
O60229,False,conserved,500-1000
O60229,False,conserved,500-1000
O60229,False,added,500-1000
O60229,False,conserved,500-1000
O60229,False,conserved,500-1000
O60229,False,conserved,500-1000
O60229,False,conserved,500-1000
O60229,False,conserved,500-1000
O60229,False,conserved,500-1000
O60229,False,conserved,500-1000
O60229,False,conserved,500-1000
O60237,False,removed,100-500
O60237,False,removed,100-500
O60237,False,removed,100-500
O60237,False,removed,100-500
O60237,False,removed,100-500
O60237,False,removed,100-500
O60237,False,removed,100-500
O60237,False,removed,100-500
O60237,False,removed,100-500
O60237,False,removed,100-500
O60237,False,removed,100-500
O60237,False,conserved,100-500
O60237,False,conserved,100-500
O60237,False,removed,100-500
O60237,False,removed,100-500
O60237,False,removed,100-500
O60237,False,removed,100-500
O60237,False,removed,100-500
O60237,False,removed,100-500
O60237,False,removed,100-500
O60237,False,removed,100-500
O60237,False,removed,100-500
O60237,False,conserved,100-500
O60237,False,conserved,100-500
O60237,False,conserved,100-500
O60237,False,conserved,100-500
O60237,False,removed,100-500
O60237,False,removed,100-500
O60237,False,removed,100-500
O60237,False,removed,100-500
O60237,False,removed,100-500
O60237,False,removed,100-500
O60237,False,removed,100-500
O60237,False,removed,100-500
O60237,False,removed,100-500
O60237,False,conserved,100-500
O60237,False,conserved,100-500
O60237,False,conserved,100-500
O60237,False,conserved,100-500
O60237,False,removed,100-500
O60237,False,removed,100-500
O60237,False,removed,100-500
O60237,False,removed,100-500
O60237,False,removed,100-500
O60237,False,removed,100-500
O60237,False,removed,100-500
O60237,False,removed,100-500
O60237,False,removed,100-500
O60237,False,removed,100-500
O60237,False,conserved,100-500
O60237,False,conserved,100-500
O60237,False,conserved,100-500
O60237,False,added,100-500
O60237,False,conserved,100-500
O60237,False,conserved,100-500
O60237,False,conserved,100-500
O60237,False,conserved,100-500
O60237,False,conserved,100-500
O60237,False,conserved,100-500
O60237,False,conserved,100-500
O60237,False,conserved,100-500
O60237,False,conserved,100-500
O60237,False,conserved,100-500
O60237,False,conserved,100-500
O60237,False,conserved,100-500
O60237,False,conserved,100-500
O60237,False,conserved,100-500
O60241,False,conserved,500-1000
O60241,False,conserved,500-1000
O60241,False,conserved,500-1000
O60241,False,conserved,500-1000
O60241,False,conserved,500-1000
O60241,False,conserved,500-1000
O60241,False,conserved,500-1000
O60241,False,conserved,500-1000
O60241,False,conserved,500-1000
O60241,False,conserved,500-1000
O60241,False,removed,500-1000
O60241,False,conserved,500-1000
O60241,False,conserved,500-1000
O60241,False,conserved,500-1000
O60241,False,conserved,500-1000
O60241,False,conserved,500-1000
O60241,False,conserved,500-1000
O60241,False,conserved,500-1000
O60241,False,conserved,500-1000
O60241,False,conserved,500-1000
O60259,False,conserved,100-500
O60259,False,conserved,100-500
O60259,False,conserved,100-500
O60260,False,conserved,500-1000
O60260,False,removed,500-1000
O60268,False,conserved,500-1000
O60268,False,conserved,500-1000
O60268,False,conserved,500-1000
O60268,False,conserved,500-1000
O60271,False,removed,500-1000
O60271,False,added,500-1000
O60271,False,conserved,500-1000
O60271,False,conserved,500-1000
O60271,False,conserved,500-1000
O60271,False,conserved,500-1000
O60271,False,conserved,500-1000
O60271,False,conserved,500-1000
O60271,False,conserved,500-1000
O60271,False,conserved,500-1000
O60271,False,conserved,500-1000
O60271,False,conserved,500-1000
O60271,False,conserved,500-1000
O60271,False,conserved,500-1000
O60271,False,conserved,500-1000
O60271,False,removed,500-1000
O60271,False,conserved,500-1000
O60271,False,conserved,500-1000
O60271,False,conserved,500-1000
O60271,False,conserved,500-1000
O60271,False,conserved,500-1000
O60271,False,conserved,500-1000
O60271,False,conserved,500-1000
O60271,False,conserved,500-1000
O60271,False,conserved,500-1000
O60271,False,conserved,500-1000
O60271,False,conserved,500-1000
O60271,False,conserved,500-1000
O60271,False,conserved,500-1000
O60271,False,removed,500-1000
O60271,False,removed,500-1000
O60271,False,added,500-1000
O60271,False,conserved,500-1000
O60271,False,conserved,500-1000
O60271,False,conserved,500-1000
O60271,False,conserved,500-1000
O60271,False,conserved,500-1000
O60271,False,conserved,500-1000
O60271,False,conserved,500-1000
O60271,False,conserved,500-1000
O60271,False,conserved,500-1000
O60271,False,conserved,500-1000
O60271,False,conserved,500-1000
O60271,False,conserved,500-1000
O60291,False,removed,>1000
O60291,False,added,>1000
O60291,False,conserved,>1000
O60291,False,conserved,>1000
O60291,False,conserved,>1000
O60291,False,conserved,>1000
O60291,False,conserved,>1000
O60291,False,conserved,>1000
O60291,False,removed,>1000
O60291,False,removed,>1000
O60291,False,added,>1000
O60291,False,conserved,>1000
O60291,False,conserved,>1000
O60291,False,conserved,>1000
O60291,False,conserved,>1000
O60291,False,conserved,>1000
O60291,False,removed,>1000
O60291,False,conserved,>1000
O60291,False,conserved,>1000
O60291,False,conserved,>1000
O60291,False,conserved,>1000
O60291,False,conserved,>1000
O60291,False,conserved,>1000
O60293,False,conserved,500-1000
O60293,False,conserved,500-1000
O60293,False,conserved,500-1000
O60293,False,conserved,500-1000
O60293,False,conserved,500-1000
O60293,False,conserved,500-1000
O60293,False,conserved,500-1000
O60293,False,conserved,500-1000
O60293,False,conserved,500-1000
O60293,False,conserved,500-1000
O60293,False,conserved,500-1000
O60293,False,conserved,500-1000
O60293,False,conserved,500-1000
O60293,False,conserved,500-1000
O60293,False,removed,500-1000
O60293,False,removed,500-1000
O60293,False,removed,500-1000
O60293,False,removed,500-1000
O60293,False,removed,500-1000
O60293,False,removed,500-1000
O60293,False,removed,500-1000
O60293,False,removed,500-1000
O60293,False,removed,500-1000
O60293,False,removed,500-1000
O60293,False,removed,500-1000
O60293,False,removed,500-1000
O60293,False,conserved,500-1000
O60308,False,removed,500-1000
O60308,False,removed,500-1000
O60308,False,removed,500-1000
O60308,False,removed,500-1000
O60308,False,removed,500-1000
O60308,False,removed,500-1000
O60308,False,removed,500-1000
O60308,False,removed,500-1000
O60308,False,conserved,500-1000
O60308,False,conserved,500-1000
O60313,False,conserved,500-1000
O60313,False,conserved,500-1000
O60313,False,conserved,500-1000
O60313,False,conserved,500-1000
O60313,False,conserved,500-1000
O60313,False,conserved,500-1000
O60313,False,conserved,500-1000
O60313,False,conserved,500-1000
O60313,False,conserved,500-1000
O60313,False,conserved,500-1000
O60313,False,removed,500-1000
O60313,False,conserved,500-1000
O60313,False,conserved,500-1000
O60313,False,conserved,500-1000
O60313,False,conserved,500-1000
O60313,False,conserved,500-1000
O60313,False,conserved,500-1000
O60313,False,conserved,500-1000
O60313,False,conserved,500-1000
O60313,False,conserved,500-1000
O60313,False,removed,500-1000
O60313,False,conserved,500-1000
O60313,False,conserved,500-1000
O60313,False,conserved,500-1000
O60313,False,conserved,500-1000
O60331,False,removed,500-1000
O60331,False,added,500-1000
O60331,False,conserved,500-1000
O60331,False,conserved,500-1000
O60331,False,conserved,500-1000
O60331,False,conserved,500-1000
O60331,False,conserved,500-1000
O60331,False,conserved,500-1000
O60331,False,conserved,500-1000
O60331,False,conserved,500-1000
O60331,False,conserved,500-1000
O60331,False,removed,500-1000
O60331,False,added,500-1000
O60331,False,conserved,500-1000
O60331,False,conserved,500-1000
O60331,False,conserved,500-1000
O60331,False,conserved,500-1000
O60331,False,conserved,500-1000
O60331,False,conserved,500-1000
O60331,False,conserved,500-1000
O60331,False,conserved,500-1000
O60331,False,conserved,500-1000
O60331,False,removed,500-1000
O60331,False,conserved,500-1000
O60331,False,conserved,500-1000
O60331,False,conserved,500-1000
O60331,False,conserved,500-1000
O60331,False,conserved,500-1000
O60331,False,conserved,500-1000
O60331,False,conserved,500-1000
O60331,False,conserved,500-1000
O60331,False,conserved,500-1000
O60333,False,conserved,500-1000
O60333,False,conserved,500-1000
O60333,False,conserved,500-1000
O60333,False,conserved,500-1000
O60333,False,conserved,500-1000
O60333,False,conserved,500-1000
O60333,False,conserved,500-1000
O60333,False,conserved,500-1000
O60333,False,conserved,500-1000
O60333,False,conserved,500-1000
O60333,False,conserved,500-1000
O60333,False,conserved,500-1000
O60333,False,removed,500-1000
O60333,False,removed,500-1000
O60333,False,removed,500-1000
O60333,False,removed,500-1000
O60333,False,removed,500-1000
O60333,False,removed,500-1000
O60333,False,removed,500-1000
O60333,False,removed,500-1000
O60333,False,removed,500-1000
O60333,False,removed,500-1000
O60333,False,removed,500-1000
O60333,False,added,500-1000
O60333,False,conserved,500-1000
O60333,False,conserved,500-1000
O60333,False,conserved,500-1000
O60333,False,conserved,500-1000
O60333,False,conserved,500-1000
O60333,False,conserved,500-1000
O60333,False,conserved,500-1000
O60333,False,conserved,500-1000
O60333,False,conserved,500-1000
O60333,False,conserved,500-1000
O60333,False,conserved,500-1000
O60333,False,conserved,500-1000
O60333,False,conserved,500-1000
O60333,False,conserved,500-1000
O60336,False,removed,100-500
O60336,False,conserved,100-500
O60336,False,conserved,100-500
O60336,False,conserved,100-500
O60336,False,conserved,100-500
O60336,False,conserved,100-500
O60336,False,conserved,100-500
O60336,False,conserved,100-500
O60336,False,conserved,100-500
O60336,False,conserved,100-500
O60336,False,conserved,100-500
O60336,False,conserved,100-500
O60336,False,conserved,100-500
O60336,False,conserved,100-500
O60336,False,conserved,100-500
O60336,False,conserved,100-500
O60336,False,conserved,100-500
O60336,False,conserved,100-500
O60336,False,conserved,100-500
O60336,False,conserved,100-500
O60336,False,conserved,100-500
O60336,False,conserved,100-500
O60336,False,conserved,100-500
O60341,False,added,>1000
O60341,False,conserved,>1000
O60341,False,conserved,>1000
O60341,False,added,>1000
O60341,False,conserved,>1000
O60341,False,conserved,>1000
O60341,False,conserved,>1000
O60341,False,conserved,>1000
O60343,False,removed,500-1000
O60343,False,removed,500-1000
O60343,False,conserved,500-1000
O60343,False,conserved,500-1000
O60343,False,conserved,500-1000
O60343,False,conserved,500-1000
O60343,False,conserved,500-1000
O60343,False,conserved,500-1000
O60343,False,removed,500-1000
O60343,False,conserved,500-1000
O60343,False,conserved,500-1000
O60343,False,conserved,500-1000
O60343,False,conserved,500-1000
O60343,False,conserved,500-1000
O60343,False,conserved,500-1000
O60343,False,conserved,500-1000
O60449,False,removed,500-1000
O60449,False,added,500-1000
O60449,False,conserved,500-1000
O60449,False,removed,500-1000
O60449,False,added,500-1000
O60449,False,conserved,500-1000
O60462,False,removed,500-1000
O60462,False,conserved,500-1000
O60462,False,conserved,500-1000
O60462,False,conserved,500-1000
O60462,False,conserved,500-1000
O60462,False,conserved,500-1000
O60462,False,conserved,500-1000
O60462,False,conserved,500-1000
O60462,False,removed,500-1000
O60462,False,removed,500-1000
O60462,False,added,500-1000
O60462,False,conserved,500-1000
O60462,False,conserved,500-1000
O60462,False,removed,500-1000
O60462,False,removed,500-1000
O60462,False,added,500-1000
O60462,False,conserved,500-1000
O60462,False,conserved,500-1000
O60462,False,conserved,500-1000
O60462,False,removed,500-1000
O60462,False,removed,500-1000
O60462,False,removed,500-1000
O60462,False,removed,500-1000
O60462,False,conserved,500-1000
O60477,False,conserved,500-1000
O60493,False,added,>1000
O60502,False,conserved,500-1000
O60502,False,conserved,500-1000
O60502,False,conserved,500-1000
O60502,False,conserved,500-1000
O60502,False,conserved,500-1000
O60502,False,conserved,500-1000
O60506,False,conserved,>1000
O60506,False,conserved,>1000
O60506,False,added,>1000
O60506,False,conserved,>1000
O60566,False,conserved,>1000
O60566,False,conserved,>1000
O60566,False,conserved,>1000
O60566,False,conserved,>1000
O60566,False,conserved,>1000
O60566,False,conserved,>1000
O60566,False,conserved,>1000
O60566,False,conserved,>1000
O60566,False,conserved,>1000
O60566,False,conserved,>1000
O60566,False,conserved,>1000
O60566,False,conserved,>1000
O60610,False,removed,>1000
O60610,False,conserved,>1000
O60610,False,conserved,>1000
O60610,False,conserved,>1000
O60610,False,conserved,>1000
O60610,False,conserved,>1000
O60610,False,conserved,>1000
O60610,False,conserved,>1000
O60641,False,removed,>1000
O60641,False,removed,>1000
O60641,False,removed,>1000
O60641,False,removed,>1000
O60641,False,removed,>1000
O60641,False,removed,>1000
O60641,False,removed,>1000
O60641,False,removed,>1000
O60641,False,removed,>1000
O60641,False,conserved,>1000
O60641,False,conserved,>1000
O60641,False,conserved,>1000
O60641,False,conserved,>1000
O60641,False,conserved,>1000
O60641,False,conserved,>1000
O60641,False,conserved,>1000
O60641,False,conserved,>1000
O60641,False,conserved,>1000
O60641,False,conserved,>1000
O60641,False,conserved,>1000
O60641,False,removed,>1000
O60641,False,removed,>1000
O60641,False,conserved,>1000
O60641,False,conserved,>1000
O60641,False,conserved,>1000
O60641,False,conserved,>1000
O60641,False,conserved,>1000
O60641,False,conserved,>1000
O60641,False,conserved,>1000
O60641,False,conserved,>1000
O60641,False,conserved,>1000
O60641,False,conserved,>1000
O60641,False,conserved,>1000
O60641,False,conserved,>1000
O60641,False,conserved,>1000
O60641,False,conserved,>1000
O60641,False,conserved,>1000
O60641,False,conserved,>1000
O60641,False,conserved,>1000
O60641,False,conserved,>1000
O60658,False,conserved,500-1000
O60658,False,conserved,500-1000
O60658,False,conserved,500-1000
O60658,False,conserved,500-1000
O60658,False,removed,500-1000
O60658,False,removed,500-1000
O60658,False,removed,500-1000
O60658,False,conserved,500-1000
O60658,False,removed,500-1000
O60658,False,conserved,500-1000
O60658,False,conserved,500-1000
O60658,False,conserved,500-1000
O60663,True,conserved,500-1000
O60663,True,conserved,500-1000
O60663,True,conserved,500-1000
O60663,True,conserved,500-1000
O60663,True,conserved,500-1000
O60663,True,conserved,500-1000
O60663,True,conserved,500-1000
O60663,True,conserved,500-1000
O60663,True,conserved,500-1000
O60664,False,conserved,500-1000
O60664,False,conserved,500-1000
O60664,False,conserved,500-1000
O60667,False,conserved,100-500
O60667,False,conserved,100-500
O60667,False,conserved,100-500
O60667,False,conserved,100-500
O60667,False,conserved,100-500
O60667,False,conserved,100-500
O60667,False,removed,100-500
O60667,False,conserved,100-500
O60667,False,conserved,100-500
O60667,False,conserved,100-500
O60667,False,conserved,100-500
O60716,False,removed,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,removed,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,removed,500-1000
O60716,False,removed,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,removed,500-1000
O60716,False,removed,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,removed,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,removed,500-1000
O60716,False,removed,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,removed,500-1000
O60716,False,removed,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,removed,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,removed,500-1000
O60716,False,removed,500-1000
O60716,False,removed,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,removed,500-1000
O60716,False,removed,500-1000
O60716,False,removed,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,removed,500-1000
O60716,False,removed,500-1000
O60716,False,removed,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,removed,500-1000
O60716,False,removed,500-1000
O60716,False,removed,500-1000
O60716,False,removed,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,removed,500-1000
O60716,False,removed,500-1000
O60716,False,removed,500-1000
O60716,False,removed,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,removed,500-1000
O60716,False,removed,500-1000
O60716,False,removed,500-1000
O60716,False,removed,500-1000
O60716,False,removed,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,removed,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,removed,500-1000
O60716,False,removed,500-1000
O60716,False,removed,500-1000
O60716,False,removed,500-1000
O60716,False,removed,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,removed,500-1000
O60716,False,removed,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,removed,500-1000
O60716,False,removed,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,removed,500-1000
O60716,False,removed,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,removed,500-1000
O60716,False,removed,500-1000
O60716,False,removed,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60716,False,conserved,500-1000
O60721,False,removed,500-1000
O60721,False,conserved,500-1000
O60721,False,conserved,500-1000
O60721,False,conserved,500-1000
O60721,False,conserved,500-1000
O60721,False,conserved,500-1000
O60721,False,conserved,500-1000
O60721,False,conserved,500-1000
O60721,False,conserved,500-1000
O60721,False,conserved,500-1000
O60721,False,conserved,500-1000
O60721,False,conserved,500-1000
O60729,False,removed,100-500
O60729,False,conserved,100-500
O60729,False,conserved,100-500
O60729,False,conserved,100-500
O60729,False,conserved,100-500
O60729,False,removed,100-500
O60729,False,removed,100-500
O60729,False,added,100-500
O60729,False,conserved,100-500
O60729,False,conserved,100-500
O60729,False,conserved,100-500
O60729,False,removed,100-500
O60729,False,removed,100-500
O60729,False,conserved,100-500
O60729,False,conserved,100-500
O60729,False,conserved,100-500
O60729,False,removed,100-500
O60729,False,conserved,100-500
O60729,False,conserved,100-500
O60729,False,conserved,100-500
O60729,False,conserved,100-500
O60784,False,conserved,>1000
O60784,False,conserved,>1000
O60784,False,conserved,>1000
O60784,False,conserved,>1000
O60784,False,conserved,>1000
O60784,False,conserved,>1000
O60784,False,conserved,>1000
O60784,False,conserved,>1000
O60784,False,conserved,>1000
